Unnamed: 0.3,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal,survey
17,52,52,52,52,INEQ5_e_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think not enough regulation of major corporations contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
35,70,70,70,70,RACESURV28f_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in when voting in elections situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
24,53,53,53,53,WHYNOTBIZF2H_W36,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","For each one of the following, please indicate whether you think it is a reason why there aren't more women in top executive business positions. Women have to more to prove themselves than men","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W36
13,40,40,40,40,GOVPRIOiF1_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for roads, bridges and other infrastructure?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
35,52,52,52,52,GUNRESPNOKIDSE_W26,"{1.0: 'Essential', 2.0: 'Important but not essential', 3.0: 'Not important', 4.0: 'Should not be done', 99.0: 'Refused'}",Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W26
35,61,61,61,61,GAP21Q33_c_W82,"{1.0: 'Top priority', 2.0: 'Some priority', 3.0: 'No priority', 99.0: 'Refused'}","Thinking about long-range foreign policy goals, how much priority, if any, do you think strengthening the United Nations should be given?","['Top priority', 'Some priority', 'No priority', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W82
4,8,8,8,8,ESSENPOLF1H_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W36
7,21,21,21,21,RACESURV5g_W43,"{1.0: 'Helps a lot', 2.0: 'Helps a little', 3.0: 'Hurts a little', 4.0: 'Hurts a lot', 5.0: 'Neither helps nor hurts', 99.0: 'Refused'}","Overall, how does being Muslim affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W43
32,54,54,54,54,GAP21Q28_W82,"{1.0: 'Very confident', 2.0: 'Somewhat confident', 3.0: 'Not too confident', 4.0: 'Not at all confident', 99.0: 'Refused'}","How confident are you, if at all, that the actions taken by the international community will significantly reduce the effects of global climate change?","['Very confident', 'Somewhat confident', 'Not too confident', 'Not at all confident', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
34,69,69,69,69,RACESURV28e_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in by the criminal justice system situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
12,42,42,42,42,FAMSURV16_W50,"{1.0: 'Would like to be in a romantic relationship', 2.0: ""Don't want to be in a romantic relationship"", 3.0: ""Doesn't make much difference"", 99.0: 'Refused'}",Which of the following best describes your current situation? Would you say you,"['Would like to be in a romantic relationship', ""Don't want to be in a romantic relationship"", ""Doesn't make much difference"", 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W50
38,85,85,85,85,BETTERBIZ1F2D_W36,"{1.0: 'Men are better', 2.0: 'Women are better', 3.0: 'No difference', 99.0: 'Refused'}","In general, do you think men or women in top executive business positions are better at working well under pressure?","['Men are better', 'Women are better', 'No difference', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W36
4,15,15,15,15,RQ2_F1A_W42,"{1.0: 'A lot', 2.0: 'A little', 3.0: 'Nothing at all', 99.0: 'Refused'}","How much, if anything, do you know about what medical research scientists do?","['A lot', 'A little', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W42
1,5,5,5,5,CONFc_W42,"{1.0: 'A great deal of confidence', 2.0: 'A fair amount of confidence', 3.0: 'Not too much confidence', 4.0: 'No confidence at all', 99.0: 'Refused'}","How much confidence, if any, do you have in the military to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W42
18,42,42,42,42,RACESURV18b_W43,"{1.0: 'Very well', 2.0: 'Pretty well', 3.0: 'Not too well', 4.0: 'Not at all well', 5.0: 'Not sure', 99.0: 'Refused'}","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
6,23,23,23,23,CONTROLCO_W49,"{1.0: 'A great deal of control', 2.0: 'Some control', 3.0: 'Very little control', 4.0: 'No control', 99.0: 'Refused'}",How much control do you think you have over the data that companies collect about you?,"['A great deal of control', 'Some control', 'Very little control', 'No control', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W49
0,1,1,1,1,RACESURV1b_W43,"{1.0: 'In a better situation than I expected', 2.0: 'In a worse situation than I expected', 3.0: 'About where I expected', 99.0: 'Refused'}","For your job or career aspects of your life, would you say that you are, or about where you expected to be at this point in your life?","['In a better situation than I expected', 'In a worse situation than I expected', 'About where I expected', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W43
0,13,13,13,13,HAPPEN2b_W41,"{1.0: 'Will definitely happen', 2.0: 'Will probably happen', 3.0: 'Will probably not happen', 4.0: 'Will definitely not happen', 99.0: 'Refused'}",How likely do you think it is that the following will happen in the next 30 years? The world will face a major energy crisis,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
5,30,30,30,30,ELDFINANCEF1_W41,"{1.0: 'Family members', 2.0: 'Government', 3.0: 'Older Americans themselves', 99.0: 'Refused'}",Who do you think will be mostly responsible for paying for the long-term care older Americans may need?,"['Family members', 'Government', 'Older Americans themselves', 'Refused']","[1, 1, 1]",Pew_American_Trends_Panel_W41
53,111,111,111,111,TRAITPOLMF1E_W36,"{1.0: ""Mostly helps a man's chances"", 2.0: ""Mostly hurts a man's chances"", 3.0: ""Doesn't make much of a difference"", 99.0: 'Refused'}","In general, how do you think being assertive impacts a man's chances of getting elected to high political office?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W36
11,81,81,81,81,NEWSPROBe_W45,"{1.0: 'A very big problem', 2.0: 'A moderately big problem', 3.0: 'A small problem', 4.0: 'Not a problem at all', 99.0: 'Refused'}",How much of a problem is journalists inserting their own views when it comes to how the public stays informed about the basic facts of current issues and events?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W45
8,22,22,22,22,RACESURV5h_W43,"{1.0: 'Helps a lot', 2.0: 'Helps a little', 3.0: 'Hurts a little', 4.0: 'Hurts a lot', 5.0: 'Neither helps nor hurts', 99.0: 'Refused'}","Overall, how does being an evangelical Christian affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W43
19,72,72,72,72,UNIMMIGCOMM_W92,"{1.0: 'A lot better', 2.0: 'A little better', 3.0: 'A little worse', 4.0: 'A lot worse', 99.0: 'Refused'}","When it comes to people who have immigrated to the U.S illegally, do you think they generally make the communities they live in","['A lot better', 'A little better', 'A little worse', 'A lot worse', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W92
15,63,63,63,63,EVOBIOB_W34,"{1.0: 'Humans have evolved over time due to processes such as natural selection', 2.0: 'Humans have existed in their present form since the beginning of time', 99.0: 'Refused'}","Even if you are not sure, from what you have heard or read, which of these statements about the development of human life on Earth comes closest to what most biological scientists say?","['Humans have evolved over time due to processes such as natural selection', 'Humans have existed in their present form since the beginning of time', 'Refused']","[1.0, 2.0]",Pew_American_Trends_Panel_W34
52,90,90,90,90,GAP21Q38_c_W82,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think the US benefits from being a member of the World Health Organization, or WHO organizations?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
67,136,136,136,136,E5_W36,"{1.0: 'Full-time', 2.0: 'Part-time', 3.0: 'Not employed', 99.0: 'Refused'}","This question is about your household is your spouse now employed full-time, part-time or not employed?","['Full-time', 'Part-time', 'Not employed', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W36
10,59,59,59,59,VALUERURAL_W32,"{1.0: 'Very similar to your values', 2.0: 'Somewhat similar to your values', 3.0: 'Somewhat different from your values', 4.0: 'Very different from your values', 99.0: 'Refused'}","In general, do you think most people who live in rural areas have values that are","['Very similar to your values', 'Somewhat similar to your values', 'Somewhat different from your values', 'Very different from your values', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W32
18,71,71,71,71,LEGALIMMIGAMT_W92,"{1.0: 'Increase a lot', 2.0: 'Increase a little', 3.0: 'Stay about the same', 4.0: 'Decrease a little', 5.0: 'Decrease a lot', 99.0: 'Refused'}",Do you think the number of legal immigrants the U.S. admits should,"['Increase a lot', 'Increase a little', 'Stay about the same', 'Decrease a little', 'Decrease a lot', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W92
27,62,62,62,62,IDIMPORT_W43,"{1.0: 'Extremely important', 2.0: 'Very important', 3.0: 'Moderately important', 4.0: 'Only a little important', 5.0: 'Not at all important', 99.0: 'Refused'}",How important is being Hispanic to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W43
1,17,17,17,17,HAPPEN2f_W41,"{1.0: 'Will definitely happen', 2.0: 'Will probably happen', 3.0: 'Will probably not happen', 4.0: 'Will definitely not happen', 99.0: 'Refused'}",How likely do you think it is that the following will happen in the next 30 years? A Hispanic person will be elected U.S. president,"['Will definitely happen', 'Will probably happen', 'Will probably not happen', 'Will definitely not happen', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
29,67,67,67,67,HARASS1NOWRKF2d_W41,"{1.0: 'Major problem', 2.0: 'Minor problem', 3.0: 'Not a problem', 99.0: 'Refused'}","When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W41
13,40,40,40,40,INEQ1_W54,"{1.0: 'Too much economic inequality', 2.0: 'Too little economic inequality', 3.0: 'About the right amount of economic inequality', 99.0: 'Refused'}","Thinking about the level of economic inequality in the country these days, would you say there is","['Too much economic inequality', 'Too little economic inequality', 'About the right amount of economic inequality', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W54
25,97,97,97,97,PQ4_F2Cc_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about dietitians, how often would you say they admit mistakes and take responsibility for them","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W42
61,124,124,124,124,TRAITBIZMF2C_W36,"{1.0: ""Mostly helps a man's chances"", 2.0: ""Mostly hurts a man's chances"", 3.0: ""Doesn't make much of a difference"", 99.0: 'Refused'}","In general, how do you think being ambitious impacts a man's chances of getting a top executive business position?","[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W36
14,69,69,69,69,S12_W29,"{1.0: 'Basically every day', 2.0: 'A few times a week', 3.0: 'A few times a month', 4.0: 'Once a month', 5.0: 'Less than once a month', 6.0: 'Not at all', 99.0: 'Refused'}","In the last 12 months, how often did you eat dinner with any of the other members of your household?","['Basically every day', 'A few times a week', 'A few times a month', 'Once a month', 'Less than once a month', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]",Pew_American_Trends_Panel_W29
6,19,19,19,19,ESSENBIZF2J_W36,"{1.0: 'Essential', 2.0: 'Important, but not essential', 3.0: 'Not important', 99.0: 'Refused'}","In general, how important, if at all, is it to you for someone in a top executive business position to provide guidance or mentorship to young employees?","['Essential', 'Important, but not essential', 'Not important', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W36
18,49,49,49,49,COHABDUR_W50,"{1.0: 'Less than one year', 2.0: '1 year to less than 3 years', 3.0: '3 years to less than 5 years', 4.0: '5 years to less than 10 years', 5.0: '10 years to less than 20 years', 6.0: '20 years or more', 99.0: 'Refused'}",Now thinking about the partner you are currently living with how long have you and your partner been living together?,"['Less than one year', '1 year to less than 3 years', '3 years to less than 5 years', '5 years to less than 10 years', '10 years to less than 20 years', '20 years or more', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0, 6.0]",Pew_American_Trends_Panel_W50
7,47,47,47,47,MADEUPTOPICd_W45,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'None', 99.0: 'Refused'}",How much made-up news and information do you think is created about Health and medicine topics?,"['A lot', 'Some', 'Not much', 'None', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W45
8,26,26,26,26,FAMSURV9c_W50,"{1.0: 'Very important', 2.0: 'Somewhat important', 3.0: 'Not too important', 4.0: 'Not at all important', 99.0: 'Refused'}","How important, if at all, do you think it is for a person to buy a house before getting married?","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W50
4,43,43,43,43,MADEUPSHAREWHY_W45,"{1.0: 'I thought it was surprising or entertaining', 2.0: 'I liked what it said', 3.0: 'I wanted to create a discussion about it', 4.0: 'I wanted to tell others it was inaccurate', 99.0: 'Refused'}",What is the main reason why you shared news and information that you knew at the time was made-up?,"['I thought it was surprising or entertaining', 'I liked what it said', 'I wanted to create a discussion about it', 'I wanted to tell others it was inaccurate', 'Refused']","[1, 1, 1, 1]",Pew_American_Trends_Panel_W45
43,91,91,91,91,RACESURV38_W43,"{1.0: 'Often', 2.0: 'Sometimes', 3.0: 'Rarely', 4.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you stop yourself from saying something because someone might think you are racist or racially insensitive?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W43
6,20,20,20,20,RACESURV5f_W43,"{1.0: 'Helps a lot', 2.0: 'Helps a little', 3.0: 'Hurts a little', 4.0: 'Hurts a lot', 5.0: 'Neither helps nor hurts', 99.0: 'Refused'}","Overall, how does being Jewish affect people's ability to get ahead in our country these days?","['Helps a lot', 'Helps a little', 'Hurts a little', 'Hurts a lot', 'Neither helps nor hurts', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]",Pew_American_Trends_Panel_W43
27,48,48,48,48,GAP21Q25_W82,"{1.0: 'A lot of changes', 2.0: 'Some changes', 3.0: 'Only a few changes', 4.0: 'No changes at all', 99.0: 'Refused'}","How much, if anything, would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make","['A lot of changes', 'Some changes', 'Only a few changes', 'No changes at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
8,24,24,24,24,COMMIMPH_W32,"{1.0: 'Very important', 2.0: 'Somewhat important', 3.0: 'Not too important', 4.0: 'Not at all important', 99.0: 'Refused'}","How important is it to you, personally, to live in a community where most people share your religious views","['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W32
1,5,5,5,5,WORRYD_W26,"{1.0: 'Worry a lot', 2.0: 'Worry a little', 3.0: 'Do not worry at all', 99.0: 'Refused'}","How much, if at all, do you worry about the following happening to you? Not being able to pay your bills","['Worry a lot', 'Worry a little', 'Do not worry at all', 'Refused']","[1.0, 2.0, 3.0]",Pew_American_Trends_Panel_W26
12,54,54,54,54,SOCIETY_SSM_W92,"{1.0: 'Very good for society', 2.0: 'Somewhat good for society', 3.0: 'Neither good nor bad for society', 4.0: 'Somewhat bad for society', 5.0: 'Very bad for society', 99.0: 'Refused'}",Do you think same-sex marriages being legal in the U.S. is generally good or bad for our society?,"['Very good for society', 'Somewhat good for society', 'Neither good nor bad for society', 'Somewhat bad for society', 'Very bad for society', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]",Pew_American_Trends_Panel_W92
18,53,53,53,53,INEQ5_f_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think some people work harder than others contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
9,36,36,36,36,GOVPRIOe_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the gap between the rich and the poor?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W41
31,68,68,68,68,BETTERPOL1F1B_W36,"{1.0: 'Men are better', 2.0: 'Women are better', 3.0: 'No difference', 99.0: 'Refused'}","In general, do you think men or women in high political offices are better at being compassionate and empathetic?","['Men are better', 'Women are better', 'No difference', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W36
3,19,19,19,19,FUD24_W34,"{1.0: ""Better for one's health than conventionally grown foods"", 2.0: ""Worse for one's health than conventionally grown foods"", 3.0: ""Neither better nor worse for one's health than conventionally grown foods"", 99.0: 'Refused'}",Do you think organic fruits and vegetables are generally,"[""Better for one's health than conventionally grown foods"", ""Worse for one's health than conventionally grown foods"", ""Neither better nor worse for one's health than conventionally grown foods"", 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W34
8,31,31,31,31,ECON4_a_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does the availability of jobs in your area affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
6,12,12,12,12,GAP21Q7_a_W82,"{1.0: 'Very good', 2.0: 'Somewhat good', 3.0: 'Somewhat bad', 4.0: 'Very bad', 99.0: 'Refused'}",Would you say the US has done a good or bad job dealing with the coronavirus outbreak?,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
23,40,40,40,40,GAP21Q21_a_W82,"{1.0: 'Very strong conflicts', 2.0: 'Strong conflicts', 3.0: 'Not very strong conflicts', 4.0: 'There are not conflicts', 99.0: 'Refused'}","In the US, how strong, if at all, are conflicts between people who support different political parties?","['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
11,31,31,31,31,FUD37C_W34,"{1.0: 'Very likely', 2.0: 'Fairly likely', 3.0: 'Not too likely', 4.0: 'Not at all likely', 99.0: 'Refused'}",How likely is it that genetically modified foods will create problems for the environment,"['Very likely', 'Fairly likely', 'Not too likely', 'Not at all likely', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W34
1,4,4,4,4,GAP21Q4_b_W82,"{1.0: 'Very favorable', 2.0: 'Somewhat favorable', 3.0: 'Somewhat unfavorable', 4.0: 'Very unfavorable', 99.0: 'Refused'}",Do you have a favorable or unfavorable opinion of China,"['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W82
33,75,75,75,75,BETTERPOL1F1I_W36,"{1.0: 'Men are better', 2.0: 'Women are better', 3.0: 'No difference', 99.0: 'Refused'}","In general, do you think men or women in high political offices are better at serving as a role model for children?","['Men are better', 'Women are better', 'No difference', 'Refused']","[1.0, 2.0, 1.5]",Pew_American_Trends_Panel_W36
21,58,58,58,58,INEQ5_k_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think discrimination against racial and ethnic minorities contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]",Pew_American_Trends_Panel_W54
