Task Type,Model,Dataset,Wave,Demographic Group/Avg,Demographic/Avg,Output Type,TV,all_tvs
task1,gpt-4,opinionqa,Pew_American_Trends_Panel_disagreement_100,RACE,Black,express_distribution,0.1708,"[0.13512396694214873, 0.1998168498168498, 0.3911428571428571, 0.31510250569476084, 0.25433465085639, 0.24688995215311005, 0.12745098039215685, 0.22599999999999998, 0.13234840132304304, 0.08892045454545458, 0.31642857142857145, 0.16435643564356436, 0.23461538461538461, 0.12173913043478259, 0.0544554455445545, 0.26093117408906885, 0.1627659574468085, 0.08533333333333332, 0.11228070175438595, 0.17, 0.17812125249833444, 0.14832775919732438, 0.34600000000000003, 0.1450413223140496, 0.0681818181818182, 0.13485714285714287, 0.09516129032258064, 0.14914285714285716, 0.07424242424242423, 0.02114613180515757, 0.40820895522388057, 0.12734374999999998, 0.041320754716981115, 0.26, 0.09575471698113207, 0.06914285714285714, 0.22450980392156863, 0.18709677419354842, 0.15514792899408283, 0.16935483870967744, 0.056944444444444395, 0.12996336996336996, 0.15490196078431373, 0.06492537313432839, 0.07443438914027152, 0.08301886792452828, 0.16015625, 0.23072916666666668, 0.07603305785123962, 0.16176470588235292, 0.12247706422018347, 0.2640625, 0.10465909090909092, 0.21950672645739908, 0.307843137254902, 0.18529411764705883, 0.047085201793722, 0.12776041666666665, 0.2265714285714286, 0.23806818181818185, 0.30801886792452826, 0.05094339622641512, 0.2784313725490196, 0.09318181818181816, 0.23274853801169593, 0.32045454545454544, 0.057499999999999996, 0.27647058823529413, 0.2705882352941177, 0.01955898566703423, 0.4419354838709678, 0.12252747252747251, 0.09204545454545454, 0.21666666666666667, 0.11118733509234827, 0.15392156862745096, 0.20961538461538462, 0.7064426877470356, 0.054857142857142875, 0.20000000000000004, 0.06137254901960781, 0.07371428571428569, 0.17277227722772276, 0.14621621621621625, 0.1475728155339806, 0.09318181818181819, 0.1046666666666667, 0.11129032258064517, 0.1819587628865979, 0.11193181818181817, 0.24528301886792456, 0.1950980392156863, 0.20476190476190476, 0.23028571428571426, 0.17294117647058824, 0.04354838709677415, 0.1795454545454545, 0.3030188679245283, 0.07747252747252749, 0.07161290322580646]"
task1,gpt-4,opinionqa,Pew_American_Trends_Panel_disagreement_100,RACE,White,express_distribution,0.17152,"[0.13016194331983807, 0.15700792199878122, 0.18782435129740513, 0.2317166271296097, 0.23366700033366702, 0.23445692883895125, 0.08349465104431994, 0.30222154595252587, 0.09297861375934036, 0.2091314242366774, 0.29554079696394686, 0.19584245076586432, 0.23228450555261765, 0.1060767590618337, 0.16159737417943104, 0.3583333333333333, 0.2764778325123153, 0.15431893687707643, 0.09834437086092714, 0.24173646007816865, 0.3326729348556078, 0.14793315743183816, 0.3053156146179402, 0.18194331983805664, 0.15159292035398234, 0.07402694610778446, 0.09874999999999999, 0.3036676646706587, 0.06561752988047809, 0.12580645161290321, 0.0971794871794872, 0.12831099195710458, 0.029690949227373066, 0.07106469689251146, 0.12387283236994222, 0.06983532934131734, 0.20277636271013755, 0.09737186477644494, 0.19547079856972582, 0.1538625466169419, 0.12078774617067836, 0.03345521023765994, 0.3267447784004075, 0.15512820512820516, 0.27087912087912086, 0.09516556291390729, 0.19343163538873992, 0.12184986595174266, 0.07125506072874493, 0.119587366276108, 0.2424111948331539, 0.18356968215158923, 0.15169811320754717, 0.2292054624456859, 0.06994396332144678, 0.06107997962302597, 0.149130974549969, 0.10683646112600538, 0.112125748502994, 0.10830188679245284, 0.15, 0.14768211920529797, 0.21574121242995414, 0.08993900114372855, 0.28794070512820513, 0.20660377358490567, 0.11073198627525731, 0.36163215590743, 0.12730514518593988, 0.12454264364854423, 0.3291666666666667, 0.1524140645499869, 0.17834540602363705, 0.3124223602484472, 0.21521739130434786, 0.06385634233316356, 0.27808038075092545, 0.4427321309285237, 0.2247005988023952, 0.05715741212429955, 0.26704024452368824, 0.21709081836327349, 0.13334792122538297, 0.060377358490566024, 0.134338747099768, 0.13982300884955753, 0.18787375415282392, 0.11603622802344163, 0.19948453608247424, 0.09716981132075474, 0.2447976878612717, 0.2492103922567499, 0.13879310344827583, 0.1358782435129741, 0.19870096790626593, 0.153125, 0.13032786885245903, 0.16061810154525386, 0.15366240097501527, 0.09579115610015981]"
task0,gpt-4,opinionqa,Pew_American_Trends_Panel_disagreement_100,POLPARTY,Democrat,express_distribution,0.4168,"[0.528411214953271, 0.28154613466334166, 0.3125069637883009, 0.22692468619246864, 0.5361130994989264, 0.6224674022066198, 0.5835526315789473, 0.3845454545454546, 0.4882256297918949, 0.46016679904686253, 0.404075646468545, 0.015214105793450838, 0.4446604527296938, 0.5181102362204724, 0.4962972292191436, 0.6833822091886609, 0.5177150192554557, 0.022288984263233225, 0.5032, 0.4977603583426652, 0.6080224556320175, 0.3157943067033977, 0.7012160228898427, 0.8383177570093459, 0.33243346007604563, 0.7334571340142371, 0.4723747276688453, 0.3531971525843392, 0.32594594594594595, 0.288015873015873, 0.9234710743801653, 0.7977363896848136, 0.1029126213592233, 0.7801315789473684, 0.22937307297019532, 0.6310120705663881, 0.42938596491228076, 0.5078947368421053, 0.07762619372442017, 0.3688524590163934, 0.5, 0.6418952618453866, 0.2565789473684211, 0.44256198347107434, 0.26868686868686864, 0.07718446601941747, 0.27922636103151866, 0.6763610315186246, 0.7979439252336449, 0.31776315789473686, 0.5364864864864864, 0.34227467811158796, 0.13372549019607846, 0.36760840998685945, 0.4178508771929824, 0.3655701754385965, 0.3447437582128778, 0.11616045845272203, 0.1850355926957598, 0.1907843137254902, 0.4676978417266187, 0.4960679611650486, 0.3929824561403508, 0.3281979082864039, 0.56859590671109, 0.31980392156862747, 0.27602574416733716, 0.5, 0.20285087719298245, 0.5529791894852135, 0.5266013071895425, 0.3457158962795941, 0.2502815768302494, 0.3368421052631579, 0.7390341753343238, 0.4890350877192982, 0.4941278295605859, 0.36454317448943035, 0.7405973382853607, 0.47916666666666663, 0.7338157894736842, 0.4656762612194367, 0.17581863979848866, 0.062362204724409495, 0.2754120267260579, 0.49847908745247144, 0.56689556509299, 0.25163934426229506, 0.5, 0.21137254901960786, 0.22276464542651586, 0.4789473684210527, 0.5702047781569967, 0.3723150727329001, 0.4040350877192982, 0.17995642701525058, 0.5978358809332261, 0.03747572815533981, 0.5314463840399003, 0.06939890710382514]"
task0,gpt-4,opinionqa,Pew_American_Trends_Panel_disagreement_100,POLPARTY,Republican,express_distribution,0.41849,"[0.7940932642487046, 0.30592216582064297, 0.318004158004158, 0.23727694090382384, 0.47794012829650745, 0.47765957446808516, 0.4403973509933775, 0.45, 0.4390527950310559, 0.6084546472564389, 0.4129170090386196, 0.354018691588785, 0.48817275747508304, 0.5232484076433122, 0.4984423676012461, 0.6933110367892976, 0.421830985915493, 0.5404379562043796, 0.4415422885572139, 0.4973821989528796, 0.5011519078473723, 0.3202304737516005, 0.5828467153284671, 0.41476683937823833, 0.21537190082644628, 0.8134788634788634, 0.663803680981595, 0.3636867636867636, 0.36979591836734693, 0.3737342497136311, 0.899349593495935, 0.6728690807799443, 0.32240259740259736, 0.6959602649006622, 0.2965217391304348, 0.33555093555093557, 0.30397350993377487, 0.5387323943661972, 0.0901065719360569, 0.2581497797356828, 0.5, 0.2722504230118443, 0.34867549668874176, 0.4996476964769648, 0.5132855567805954, 0.17922077922077922, 0.4736768802228412, 0.5871866295264624, 0.4798963730569948, 0.2503311258278146, 0.52439446366782, 0.47380952380952385, 0.50608793686584, 0.36070110701107017, 0.1214569536423841, 0.19470198675496692, 0.35885608856088563, 0.24930362116991645, 0.42841995841995845, 0.5651071025930101, 0.48608695652173917, 0.4951298701298702, 0.3922516556291391, 0.18698553948832036, 0.3470060874377421, 0.34113866967305523, 0.2783092324805339, 0.5, 0.33211920529801325, 0.41565993788819877, 0.6225153374233129, 0.36666666666666664, 0.39853170189099, 0.43636363636363634, 0.7248101265822785, 0.4880794701986755, 0.5301993355481728, 0.38771917320028515, 0.5821968121968122, 0.45165562913907287, 0.7514569536423841, 0.297020097020097, 0.0690031152647975, 0.09524590163934428, 0.20302816901408452, 0.15041322314049588, 0.4067883211678832, 0.2780469897209985, 0.5, 0.3956031567080045, 0.24478260869565216, 0.49370860927152316, 0.6690123456790125, 0.41909216909216906, 0.3433774834437086, 0.27269938650306746, 0.4007007786429366, 0.1881818181818182, 0.4881725888324873, 0.07945668135095449]"
task0,gpt-4,opinionqa,Pew_American_Trends_Panel_disagreement_100,SEX,Male,express_distribution,0.38504,"[0.6614634146341463, 0.291353001017294, 0.21672823218997364, 0.2510175564313866, 0.48506944444444444, 0.46152149944873205, 0.3658833768494343, 0.42410440122824977, 0.492242355605889, 0.43139722491126165, 0.3935919317300233, 0.2836363636363637, 0.44289256198347104, 0.5319444444444446, 0.49636363636363634, 0.5, 0.4775401069518717, 0.2595833333333334, 0.44603174603174606, 0.4960869565217392, 0.5390449438202247, 0.3317806160781368, 0.663888888888889, 0.6217770034843206, 0.20641255605381165, 0.7509674582233948, 0.5545936395759717, 0.2781882145998241, 0.35333333333333333, 0.34997357992073974, 0.9034782608695652, 0.7205555555555556, 0.28493150684931506, 0.7325587467362924, 0.27547169811320754, 0.33135444151275284, 0.1656222802436902, 0.4482300884955752, 0.05204633204633208, 0.27718832891246686, 0.5, 0.48799593082400816, 0.37119234116623157, 0.34130434782608693, 0.2111510791366906, 0.19965753424657534, 0.26875, 0.6479166666666667, 0.545574912891986, 0.15091383812010448, 0.501827242524917, 0.34870689655172415, 0.2531776913099871, 0.37553191489361704, 0.25405570060922544, 0.19007832898172325, 0.3531914893617022, 0.12250000000000004, 0.24924362357080032, 0.2305447470817121, 0.48921383647798744, 0.49571917808219185, 0.25941688424717146, 0.24922928709055875, 0.42893381154222365, 0.3644228274967575, 0.2645472061657033, 0.5, 0.22593559617058312, 0.4768629671574178, 0.5610247349823322, 0.33305785123966947, 0.17407835581245984, 0.365625, 0.7269858809085329, 0.4956483899042646, 0.5077685950413223, 0.33687282835302296, 0.6039929639401935, 0.20565709312445601, 0.7430200174064404, 0.17247141600703608, 0.08727272727272728, 0.08790697674418609, 0.18580291970802915, 0.28183856502242155, 0.4990277777777778, 0.24584438549955792, 0.5, 0.3277561608300908, 0.2479559748427673, 0.49160139251523066, 0.5796414342629483, 0.40118733509234833, 0.3343342036553525, 0.16766784452296818, 0.49960822093770063, 0.18678082191780823, 0.49708036622583934, 0.04916887709991157]"
task0,gpt-4,opinionqa,Pew_American_Trends_Panel_disagreement_100,SEX,Female,express_distribution,0.38809,"[0.6502425106990015, 0.2921031426269137, 0.2664798286326312, 0.2292491467576792, 0.536650679456435, 0.6219971056439942, 0.463091037402964, 0.39988085782366956, 0.4661338015154315, 0.40376059322033897, 0.41166317051243634, 0.06830188679245285, 0.5, 0.5097826086956523, 0.4960034305317324, 0.6852760736196319, 0.45020746887966806, 0.19621592731159812, 0.44716193656093495, 0.49739357080799307, 0.5554655870445344, 0.32026699029126215, 0.6436932121859967, 0.7002139800285307, 0.3445537757437071, 0.7335951445912174, 0.5325811001410437, 0.29485897893609425, 0.27453125, 0.2927867095391211, 0.9218435754189944, 0.7480765143464398, 0.10702987697715291, 0.7617713479181369, 0.25762845849802374, 0.36744019992859694, 0.17212420606916018, 0.3934017595307918, 0.05206963249516436, 0.32120776419841846, 0.5, 0.47373086220789684, 0.2339449541284404, 0.3543016759776536, 0.11891788181120491, 0.04999999999999998, 0.26652497343251863, 0.6404888416578108, 0.694493580599144, 0.15543401552575867, 0.5348484848484849, 0.35168539325842696, 0.15591341077085535, 0.35822147651006714, 0.3020677487649965, 0.2701129146083274, 0.33909395973154366, 0.1571200850159405, 0.28041770796144233, 0.2420802534318902, 0.47695652173913045, 0.49527240773286474, 0.31426252646436137, 0.2759298618490967, 0.4626507537688442, 0.285480464625132, 0.2945802337938364, 0.5, 0.226393789696542, 0.5194769913139899, 0.5545980253878703, 0.34456477319166323, 0.12226354941551541, 0.36470588235294116, 0.7252380952380952, 0.47847565278757936, 0.59, 0.3642537313432836, 0.684494823277401, 0.26076217360621035, 0.7297741707833452, 0.2399321670831846, 0.13241852487135508, 0.0626119402985075, 0.2520287253141831, 0.28237986270022886, 0.5045376803848209, 0.263156002875629, 0.5, 0.26230200633579726, 0.22193675889328063, 0.48133380381086804, 0.5491939546599496, 0.3843091752945377, 0.45748764996471425, 0.08829337094499298, 0.5122954303931987, 0.05198594024604569, 0.5108863819500403, 0.11524083393242268]"
task0,gpt-4,opinionqa,Pew_American_Trends_Panel_disagreement_100,RACE,Black,express_distribution,0.40475,"[0.6051239669421487, 0.24981684981684982, 0.30142857142857143, 0.18772209567198178, 0.5537549407114625, 0.6772727272727272, 0.5333333333333333, 0.378, 0.5746968026460859, 0.4785511363636364, 0.40857142857142864, 0.08455445544554457, 0.39384615384615385, 0.4826086956521739, 0.49504950495049505, 0.6676113360323888, 0.38936170212765964, 0.05866666666666666, 0.4464912280701755, 0.4905660377358491, 0.5734510326449035, 0.2956521739130435, 0.646, 0.8086776859504132, 0.3713636363636364, 0.7085714285714286, 0.5283870967741936, 0.32285714285714284, 0.3042424242424242, 0.24358166189111746, 0.902686567164179, 0.7774999999999999, 0.10943396226415093, 0.778235294117647, 0.20235849056603775, 0.5954285714285714, 0.3176470588235294, 0.38225806451612904, 0.07656804733727807, 0.4193548387096774, 0.5, 0.4274725274725275, 0.12254901960784316, 0.4949253731343284, 0.11651583710407241, 0.12641509433962264, 0.27265625, 0.6635416666666667, 0.7160330578512397, 0.21176470588235294, 0.5224770642201835, 0.3125, 0.10340909090909092, 0.29573991031390134, 0.4096078431372549, 0.3549019607843137, 0.33654708520179377, 0.14036458333333335, 0.29799999999999993, 0.23806818181818185, 0.519245283018868, 0.508867924528302, 0.3437254901960784, 0.3289772727272727, 0.5595711500974658, 0.34840909090909095, 0.3136363636363637, 0.5, 0.2549019607843137, 0.46629547960308704, 0.49000000000000005, 0.3225274725274725, 0.3789772727272727, 0.27156862745098037, 0.7935620052770448, 0.48039215686274506, 0.4409615384615384, 0.4921739130434783, 0.7162857142857143, 0.4607843137254902, 0.7150980392156863, 0.3554285714285714, 0.08316831683168321, 0.17621621621621625, 0.24776699029126212, 0.3079545454545454, 0.588, 0.2661290322580645, 0.5, 0.21420454545454548, 0.2636792452830189, 0.4068627450980392, 0.6447619047619048, 0.362, 0.43490196078431365, 0.13548387096774195, 0.5523863636363636, 0.15301886792452832, 0.5037728937728938, 0.08838709677419351]"
task0,gpt-4,opinionqa,Pew_American_Trends_Panel_disagreement_100,RACE,White,express_distribution,0.38879,"[0.6681781376518219, 0.30700792199878124, 0.24782435129740515, 0.23522320465818414, 0.5243410076743411, 0.5202247191011236, 0.39317371370351506, 0.41670724284844807, 0.4567766039680494, 0.4076047790631519, 0.45943074003795065, 0.177855579868709, 0.4518984664198836, 0.5299573560767591, 0.4950765864332604, 0.6875, 0.4764778325123153, 0.37116279069767444, 0.4448675496688742, 0.4974874371859297, 0.5841840161182001, 0.3343887423043096, 0.6553156146179402, 0.6394736842105264, 0.24893805309734512, 0.7474800399201597, 0.5656249999999999, 0.2895958083832335, 0.2943426294820717, 0.3436866359447004, 0.9112820512820513, 0.7173458445040214, 0.21975717439293596, 0.7426235354049924, 0.2813872832369942, 0.32647205588822353, 0.15491594498217018, 0.431897491821156, 0.018569725864124025, 0.28534896110815133, 0.5, 0.4795246800731262, 0.32475802343352017, 0.3153846153846154, 0.2034065934065934, 0.1251655629139073, 0.2810991957104558, 0.6209115281501341, 0.6112550607287449, 0.15374426897605709, 0.5187836383207751, 0.3852078239608802, 0.22528301886792454, 0.3955617628801986, 0.25530820173204277, 0.2018593988792664, 0.35459342023587836, 0.14785522788203756, 0.26553393213572857, 0.24396226415094346, 0.4746820809248555, 0.49668874172185434, 0.2725878757004585, 0.25426991993900117, 0.4266907051282051, 0.3126415094339623, 0.2752954632100648, 0.5, 0.22730514518593986, 0.5088740015459933, 0.5702083333333333, 0.34740225662555757, 0.1260236370568052, 0.40434782608695646, 0.7147194950911641, 0.48624554253693325, 0.5180803807509254, 0.4485838343353374, 0.6357684630738523, 0.22266938359653593, 0.7399439633214469, 0.19421157684630738, 0.11334792122538295, 0.048050314465408854, 0.21412993039443154, 0.2867256637168142, 0.463421926910299, 0.2660362280234416, 0.5, 0.3033962264150943, 0.2482658959537572, 0.4992103922567499, 0.5762068965517242, 0.39623253493013977, 0.3282832399388691, 0.09791666666666668, 0.5008425467022494, 0.11061810154525387, 0.5015295551492992, 0.09689397975492808]"
task3_easy_hard,llama3-70b,opinionqa,Pew_American_Trends_Panel_disagreement_100,POLPARTY,Democrat,express_distribution,0.22972,"[0.14841121495327103, 0.0891770573566085, 0.2728226555246054, 0.19615062761506274, 0.17291338582677168, 0.06373119358074224, 0.25473684210526315, 0.2021212121212121, 0.20109529025191675, 0.2452819698173153, 0.40037051331532225, 0.025214105793450847, 0.4021438082556591, 0.14267716535433067, 0.12836272040302268, 0.40359726295210163, 0.2577150192554557, 0.08613733905579399, 0.06959999999999998, 0.027390817469204944, 0.5951792828685258, 0.4152525252525253, 0.8033619456366238, 0.07841121495327102, 0.10269961977186313, 0.16069947384710614, 0.30119825708061004, 0.314927267099969, 0.2859459459459459, 0.14698412698412697, 0.4360330578512397, 0.19713467048710598, 0.11291262135922331, 0.2249122807017544, 0.15937307297019532, 0.16320024760136181, 0.26938596491228073, 0.15903508771929822, 0.15762619372442022, 0.17724043715846993, 0.2601567398119123, 0.19189526184538652, 0.1520175438596491, 0.4195867768595042, 0.11868686868686865, 0.0703883495145631, 0.2697134670487107, 0.5371633237822351, 0.19093457943925232, 0.12543859649122807, 0.040990990990991, 0.3702145922746781, 0.07313725490196081, 0.06319316688567675, 0.2930701754385965, 0.13021929824561404, 0.1979632063074902, 0.30616045845272205, 0.18287836583101208, 0.4147058823529412, 0.3502261048304214, 0.021650485436893168, 0.5329824561403509, 0.0394609814963797, 0.27687767729652546, 0.31323529411764706, 0.4899637972646822, 0.05050890585241728, 0.07385964912280701, 0.1821467688937568, 0.5248801742919391, 0.16273957158962798, 0.05087691069991957, 0.29684210526315785, 0.09040118870728087, 0.3248245614035088, 0.21768308921438081, 0.409003941239699, 0.21598576292169605, 0.175, 0.13785087719298245, 0.5688331785824822, 0.15581863979848865, 0.25666666666666665, 0.04805122494432069, 0.19695817490494297, 0.14824034334763944, 0.3255737704918033, 0.08167785234899325, 0.3317647058823529, 0.3210996916752312, 0.2046052631578948, 0.33361774744027306, 0.10153203342618385, 0.3537719298245614, 0.14995642701525055, 0.6101367658889782, 0.08747572815533981, 0.18349127182044894, 0.11628415300546448]"
task3_easy_hard,llama3-70b,opinionqa,Pew_American_Trends_Panel_disagreement_100,POLPARTY,Republican,express_distribution,0.22469,"[0.12352331606217615, 0.13267343485617597, 0.268004158004158, 0.27342410196987255, 0.23153955808980753, 0.06361702127659576, 0.07582781456953645, 0.246140350877193, 0.18094720496894415, 0.16452407614781636, 0.2948397699260477, 0.13401869158878504, 0.4188372093023256, 0.15598726114649678, 0.11464174454828661, 0.4647157190635451, 0.35915492957746487, 0.10357664233576641, 0.07462686567164181, 0.08855148342059338, 0.4440316774658027, 0.43880921895006403, 0.5907664233576643, 0.16601036269430047, 0.05256198347107438, 0.2693693693693694, 0.3696319018404908, 0.3856202356202356, 0.060204081632653055, 0.161340206185567, 0.2276964769647697, 0.2018105849582173, 0.07422077922077926, 0.13940397350993378, 0.22652173913043477, 0.2104227304227304, 0.256953642384106, 0.2111267605633803, 0.326056838365897, 0.30232011747430254, 0.24985401459854018, 0.02311336717428091, 0.2343046357615894, 0.0910569105691057, 0.33328555678059535, 0.019220779220779218, 0.29896935933147634, 0.60016713091922, 0.17383419689119173, 0.23642384105960265, 0.2875432525951557, 0.1761904761904762, 0.12595264937993236, 0.22180811808118084, 0.13139072847682118, 0.1528476821192053, 0.2588560885608856, 0.2974930362116992, 0.10243243243243243, 0.44010710259301017, 0.34608695652173915, 0.014285714285714231, 0.3682781456953643, 0.18290322580645163, 0.121300498063088, 0.07296505073280721, 0.16984427141268077, 0.04049429657794676, 0.4392052980132451, 0.2032608695652174, 0.3925153374233129, 0.1683333333333334, 0.12853170189098997, 0.5463636363636364, 0.11856540084388187, 0.22165562913907283, 0.07990033222591361, 0.14689950106913757, 0.33880803880803884, 0.13443708609271526, 0.26324503311258274, 0.27990297990297996, 0.27862928348909655, 0.17655737704918034, 0.23140845070422542, 0.13553719008264464, 0.4056204379562044, 0.19092511013215857, 0.03983805668016192, 0.3758511837655017, 0.22391304347826088, 0.15470198675496685, 0.3977777777777778, 0.31434511434511436, 0.5441059602649007, 0.18435582822085889, 0.25737486095661843, 0.06818181818181818, 0.11817258883248728, 0.05484581497797358]"
task3_easy_hard,llama3-70b,opinionqa,Pew_American_Trends_Panel_disagreement_100,SEX,Male,express_distribution,0.20202,"[0.1514634146341463, 0.07069684638860631, 0.22991204925241865, 0.30720530275886776, 0.25131944444444443, 0.18202866593164274, 0.20963446475195824, 0.2587001023541453, 0.147757644394111, 0.15249112616973218, 0.4147866563227309, 0.055454545454545486, 0.4152892561983471, 0.15069444444444446, 0.042727272727272746, 0.3393048128342246, 0.0588888888888889, 0.04328042328042327, 0.08521739130434787, 0.4732584269662921, 0.4132006010518407, 0.6680555555555555, 0.05822299651567946, 0.1489237668161435, 0.3047053649956024, 0.29098939929328627, 0.16169744942832015, 0.2833333333333334, 0.16702113606340818, 0.2717391304347826, 0.37916666666666665, 0.08369863013698631, 0.1564229765013055, 0.12547169811320757, 0.2359366754617414, 0.17393385552654483, 0.03274336283185842, 0.23312741312741314, 0.09014588859416447, 0.2569808027923211, 0.0784231943031536, 0.22920800696257612, 0.24695652173913044, 0.13115107913669063, 0.10965753424657529, 0.3118055555555556, 0.591388888888889, 0.01905923344947734, 0.13799825935596172, 0.22358803986710968, 0.1530172413793104, 0.06983787289234761, 0.18085106382978727, 0.12691906005221928, 0.041679721496953884, 0.05531914893617018, 0.43930555555555556, 0.15932717678100264, 0.0917639429312581, 0.2905660377358491, 0.06534246575342463, 0.3579982593559617, 0.11070648683365446, 0.16352135637430712, 0.1542153047989624, 0.3241104688503532, 0.12439330543933054, 0.12215839860748479, 0.1750169875424689, 0.3310247349823321, 0.13859504132231407, 0.04055555555555554, 0.4, 0.2561694290976059, 0.07485204525674502, 0.151900826446281, 0.15244614315496874, 0.09173262972735269, 0.16506527415143604, 0.22248912097476067, 0.34970096745822343, 0.2772727272727272, 0.1891860465116279, 0.09941605839416062, 0.12982062780269057, 0.17291666666666666, 0.19501326259946952, 0.08445566778900111, 0.33433852140077824, 0.19050314465408807, 0.2433420365535248, 0.24095617529880478, 0.2791116974494283, 0.5909834638816363, 0.07632508833922257, 0.39199743095696854, 0.0567808219178082, 0.1370803662258393, 0.07529619805481877]"
task3_easy_hard,llama3-70b,opinionqa,Pew_American_Trends_Panel_disagreement_100,SEX,Female,express_distribution,0.19375,"[0.13308131241084165, 0.03315874294923449, 0.2765762227775795, 0.27416382252559734, 0.1387263522515321, 0.03800289435600579, 0.12466478475652788, 0.2357347100873709, 0.06779708002217708, 0.1653707627118644, 0.36005993407252024, 0.027015437392795917, 0.20000000000000004, 0.13967391304347831, 0.1693996569468267, 0.39175869120654405, 0.19020746887966802, 0.09955638695884554, 0.02729549248747912, 0.07009991311902691, 0.5010121457489878, 0.3979368932038835, 0.7336932121859968, 0.08338088445078456, 0.08623569794050344, 0.11101392359871476, 0.20190409026798306, 0.1478686183505891, 0.24453125, 0.12738478027867095, 0.4446927374301676, 0.2928799149840595, 0.08209138840070297, 0.11631616090331688, 0.19019762845849802, 0.1752838272045698, 0.1717642907551164, 0.0901466275659824, 0.2111218568665377, 0.22962113659022926, 0.055576148267526146, 0.20816513761467895, 0.2659217877094972, 0.03825019186492708, 0.060896309314587005, 0.3003613177470775, 0.5222104144527099, 0.08018544935805988, 0.08257586450247001, 0.16801346801346798, 0.10786516853932587, 0.09098204857444563, 0.11187919463087248, 0.10784756527875794, 0.16661961891319688, 0.021442953020134208, 0.38240170031880977, 0.21728311317386648, 0.1463041182682154, 0.2995652173913043, 0.037644991212653765, 0.4138108680310515, 0.0757704569606801, 0.23971105527638192, 0.24535374868004223, 0.3000637619553666, 0.10617996604414259, 0.06730416372618206, 0.2918443910552578, 0.39459802538787025, 0.15456477319166326, 0.08094580233793837, 0.3526470588235294, 0.17714285714285716, 0.13227240649258998, 0.25, 0.21375266524520253, 0.08993216708318456, 0.13110797459421314, 0.2700070571630204, 0.3479435915744377, 0.2924185248713551, 0.2241791044776119, 0.004614003590664221, 0.38913043478260867, 0.16106360235168354, 0.20452192667145938, 0.10527589545014518, 0.2892713833157339, 0.2624901185770751, 0.38133380381086807, 0.13702770780856421, 0.2546769011067476, 0.308863796753705, 0.12829337094499293, 0.2222954303931987, 0.017934973637961323, 0.11088638195004033, 0.07905104241552838]"
task3_easy_hard,llama3-70b,opinionqa,Pew_American_Trends_Panel_disagreement_100,RACE,Black,express_distribution,0.21696,"[0.10677685950413222, 0.09637362637362637, 0.43114285714285716, 0.2498633257403189, 0.20375494071146247, 0.19727272727272727, 0.292156862745098, 0.03999999999999999, 0.07633958103638366, 0.2917613636363637, 0.385, 0.032277227722772285, 0.3398076923076923, 0.14913043478260868, 0.03564356435643557, 0.32963562753036435, 0.18936170212765957, 0.12866666666666668, 0.10771929824561406, 0.021132075471698143, 0.5709060626249167, 0.3250167224080267, 0.7426666666666667, 0.1650413223140496, 0.08863636363636362, 0.14657142857142855, 0.16161290322580646, 0.15742857142857145, 0.2742424242424242, 0.15114613180515757, 0.4456716417910448, 0.27734375, 0.02132075471698114, 0.513921568627451, 0.1357547169811321, 0.4654285714285714, 0.28764705882352937, 0.18161290322580642, 0.30372781065088755, 0.21935483870967742, 0.01305555555555557, 0.12743589743589742, 0.18490196078431376, 0.19343283582089554, 0.13325791855203617, 0.08641509433962265, 0.20187500000000003, 0.5327083333333333, 0.13801652892561983, 0.06970588235294117, 0.12128440366972475, 0.2940625, 0.08136363636363636, 0.09807174887892375, 0.09313725490196076, 0.17450980392156865, 0.03663677130044845, 0.26927083333333335, 0.18085714285714286, 0.08556818181818182, 0.26273584905660374, 0.03094339622641512, 0.5784313725490197, 0.03238636363636366, 0.0927485380116959, 0.4954545454545455, 0.16375, 0.013529411764705873, 0.13588235294117645, 0.21862183020948178, 0.39193548387096777, 0.13252747252747252, 0.08181818181818183, 0.4066666666666667, 0.12118733509234829, 0.2284313725490196, 0.25096153846153846, 0.8280105401844533, 0.16514285714285715, 0.13, 0.21705882352941175, 0.46171428571428574, 0.35277227722772286, 0.14657657657657658, 0.055533980582524275, 0.13090909090909092, 0.0886666666666667, 0.11548387096774194, 0.021958762886597955, 0.2563636363636364, 0.3552830188679245, 0.16509803921568625, 0.4366666666666667, 0.176, 0.39745098039215687, 0.2054838709677419, 0.4035227272727272, 0.1530188679245283, 0.14377289377289376, 0.19677419354838707]"
